n,33.460795,-72.40395,4148.09,12.06,1546262626,243,s6
p,28.400696,-68.198693,2546.345,15.35,1545784501.0,19.0,s7
p,28.400699,-68.198689,2546.59,15.71,1545784501,450,s7
z,28.400698,-68.198685,2546.51,15.54,1545784501,479,s7
s,28.400707,-68.198687,2546.92,15.71,1545784502,683,s7
p,28.400702,-68.198685,2546.52,16.23,1545784502,106,s7
r,28.400699,-68.19869,2547.32,16.2,1545784501,369,s7
n,37.44284,-79.997508,4939.519,29.62,1545787165.0,65.0,s8
s,37.442841,-79.997498,4940.31,29.86,1545787166,793,s8
s,37.442845,-79.997497,4940.1,30.59,1545787165,762,s8
o,37.44285,-79.997507,4940.52,30.56,1545787165,957,s8
p,37.442851,-79.997501,4940.44,30.41,1545787166,966,s8
v,37.442842,-79.997506,4940.19,30.29,1545787166,253,s8
z,27.586664,-111.847179,1680.286,15.75,1545504145.0,24.0,s9
u,27.586671,-111.847176,1681.11,16.48,1545504146,343,s9
n,27.58667,-111.847176,1681.12,16.51,1545504145,515,s9
y,27.586666,-111.847177,1681.12,15.98,1545504145,1002,s9
n,27.586674,-111.847169,1680.93,16.01,1545504145,987,s9
d,27.58667,-111.847174,1680.45,15.86,1545504146,580,s9
v,37.34091,-118.596172,5656.214,25.24,1546614954.0,71.0,s10
u,37.340914,-118.596165,5656.25,25.47,1546614955,523,s10
n,37.340918,-118.596165,5656.84,25.71,1546614954,334,s10
m,37.340915,-118.596169,5657.04,25.66,1546614954,277,s10
e,37.340914,-118.596171,5656.26,25.54,1546614954,272,s10
m,37.340915,-118.596164,5656.52,26.17,1546614954,900,s10
m,39.591932,-91.049957,2375.542,18.33,1546197913.0,31.0,s11
p,39.591937,-91.049949,2375.67,18.84,1546197913,545,s11
n,39.59194,-91.049956,2376.05,18.97,1546197913,758,s11
c,39.591939,-91.049956,2376.23,19.12,1546197913,519,s11
b,39.591939,-91.049953,2376.22,18.36,1546197914,797,s11
q,39.591942,-91.049952,2375.8,19.23,1546197914,308,s11
l,25.606693,-103.938419,1266.926,8.0,1545978400.0,54.0,s12
c,25.606697,-103.938414,1267.15,8.4,1545978400,139,s12
h,25.606695,-103.938414,1267.93,8.75,1545978400,662,s12
y,25.606696,-103.938412,1267.52,8.91,1545978400,584,s12
x,25.606695,-103.93841,1267.74,8.19,1545978400,246,s12
d,25.606693,-103.938418,1267.01,8.42,1545978400,765,s12
v,35.455268,-97.284027,551.108,40.49,1546793247.0,54.0,s13
o,35.455277,-97.284025,552.05,41.13,1546793248,333,s13
b,35.455278,-97.284024,551.35,40.98,1546793247,1044,s13
l,35.455277,-97.284019,551.88,40.88,1546793248,255,s13
w,35.455276,-97.284025,551.41,41.1,1546793247,976,s13
j,35.455275,-97.284019,551.44,41.27,1546793248,480,s13
c,33.083724,-80.734435,6522.363,31.66,1545853561.0,44.0,s14
r,33.083725,-80.734433,6522.7,31.91,1545853561,338,s14
m,33.083735,-80.734428,6522.9,32.27,1545853562,520,s14
z,33.083728,-80.734424,6522.88,31.84,1545853561,644,s14
d,33.083727,-80.734425,6523.01,32.42,1545853561,1006,s14
y,33.083727,-80.734429,6522.44,31.83,1545853562,285,s14
v,32.998248,-117.999818,3031.828,33.67,1545801759.0,20.0,s15
b,32.998257,-117.999811,3032.66,33.84,1545801759,996,s15
j,32.998253,-117.999813,3032.03,34.17,1545801760,494,s15
c,32.998249,-117.999816,3032.6,33.91,1545801759,640,s15
v,32.998253,-117.999808,3031.88,34.04,1545801760,643,s15
m,32.998252,-117.999816,3032.2,33.95,1545801759,610,s15
n,39.389414,-73.603671,1722.209,32.57,1546873216.0,94.0,s16
x,39.389418,-73.603663,1722.23,33.32,1546873217,812,s16
f,39.389422,-73.603669,1722.88,33.46,1546873216,394,s16
r,39.389416,-73.603663,1723.1,33.51,1546873217,311,s16
x,39.38942,-73.603663,1722.49,32.87,1546873216,804,s16
s,39.389414,-73.603664,1722.68,33.28,1546873216,331,s16
m,44.901183,-96.319694,1728.248,7.24,1546280591.0,15.0,s17
c,44.901189,-96.319691,1728.8,7.54,1546280591,140,s17
r,44.901184,-96.319685,1728.45,7.32,1546280592,974,s17
t,44.901194,-96.31969,1728.28,7.28,1546280592,839,s17
i,44.90119,-96.319692,1728.62,7.89,1546280592,171,s17
m,44.901193,-96.319683,1729.14,7.7,1546280592,915,s17
g,32.313741,-71.256312,607.527,25.25,1546339140.0,39.0,s18
f,32.313745,-71.25631,608.15,25.79,1546339140,673,s18
p,32.313742,-71.256307,608.09,26.06,1546339141,912,s18
l,32.31375,-71.256309,607.9,25.37,1546339141,331,s18
t,32.313751,-71.256311,607.84,26.17,1546339140,921,s18
e,32.313744,-71.256303,607.57,25.4,1546339141,209,s18
j,37.570439,-85.368306,4069.354,13.9,1545441148.0,52.0,s19
f,37.570441,-85.368298,4069.77,14.17,1545441148,75,s19
d,37.570443,-85.368299,4070.14,14.14,1545441149,254,s19
r,37.570444,-85.368304,4070.04,13.96,1545441148,623,s19
b,37.570445,-85.368299,4069.39,14.64,1545441149,725,s19
n,37.57044,-85.368305,4069.38,14.58,1545441148,157,s19
m,47.304316,-91.399571,93.296,16.36,1545833157.0,72.0,s20
u,47.30432,-91.399566,93.9,16.4,1545833157,822,s20
b,47.30432,-91.399567,94.1,16.53,1545833157,278,s20
m,47.304321,-91.399564,93.61,17.34,1545833157,749,s20
s,47.304325,-91.399565,93.8,16.58,1545833158,383,s20
o,47.304319,-91.399562,94.08,16.53,1545833157,83,s20
m,40.210028,-108.546529,861.243,28.13,1545502288.0,69.0,s21
s,40.210029,-108.546525,861.41,28.88,1545502288,996,s21
c,40.210036,-108.546528,862.18,28.97,1545502288,873,s21
m,40.210036,-108.546525,861.68,29.13,1545502289,909,s21
d,40.210036,-108.546521,861.62,28.96,1545502289,98,s21
q,40.210033,-108.546526,861.66,28.45,1545502289,528,s21
w,25.829683,-106.006305,4772.876,39.32,1546594814.0,16.0,s22
v,25.829686,-106.006294,4773.13,40.25,1546594814,419,s22
i,25.829692,-106.006303,4773.71,39.34,1546594814,517,s22
x,25.829693,-106.006301,4773.43,39.79,1546594815,195,s22
d,25.829692,-106.006305,4773.58,39.84,1546594814,757,s22
k,25.829686,-106.006298,4772.89,40.01,1546594815,200,s22
s,48.376737,-85.830956,2861.389,6.81,1545355741.0,77.0,s23
x,48.376738,-85.830955,2862.29,7.25,1545355742,766,s23
p,48.376739,-85.830948,2861.61,7.47,1545355741,983,s23
x,48.376747,-85.830949,2861.58,7.72,1545355742,522,s23
w,48.376746,-85.830946,2861.79,7.6,1545355741,150,s23
t,48.376744,-85.830948,2861.94,7.27,1545355741,906,s23
r,41.290964,-80.86801,185.239,36.65,1546135851.0,42.0,s24
x,41.290971,-80.868002,185.39,37.08,1546135852,399,s24
s,41.290967,-80.868005,185.7,37.48,1546135852,241,s24
g,41.290968,-80.868003,185.34,37.34,1546135851,78,s24
c,41.290969,-80.868006,185.24,36.7,1546135852,298,s24
e,41.290966,-80.868001,185.57,36.67,1546135852,925,s24
x,49.86639,-118.614663,719.656,21.26,1545427792.0,31.0,s25
j,49.866398,-118.614655,720.1,21.43,1545427793,652,s25
h,49.866393,-118.614662,719.72,21.8,1545427792,866,s25
n,49.866393,-118.61466,720.18,21.3,1545427793,811,s25
p,49.866397,-118.61466,720.27,21.68,1545427793,109,s25
k,49.866399,-118.614654,719.8,22.04,1545427793,516,s25
g,47.826812,-123.213804,4747.387,5.29,1546677168.0,23.0,s26
h,47.826819,-123.213796,4747.81,5.42,1546677168,190,s26
f,47.826818,-123.213796,4747.56,5.6,1546677169,589,s26
n,47.826817,-123.213803,4747.98,5.71,1546677169,498,s26
g,47.826814,-123.213796,4748.17,5.41,1546677168,192,s26
x,47.826816,-123.213795,4747.59,5.87,1546677169,418,s26
p,37.48569,-96.580936,1350.96,25.93,1546283164.0,87.0,s27
u,37.485691,-96.580932,1351.9,26.66,1546283164,370,s27
r,37.485691,-96.580931,1351.0,26.78,1546283165,396,s27
a,37.485694,-96.580926,1350.99,26.09,1546283164,980,s27
w,37.485699,-96.580932,1351.7,25.94,1546283164,793,s27
o,37.48569,-96.580925,1351.95,26.25,1546283164,189,s27
k,44.373848,-108.606542,424.915,22.0,1545357772.0,74.0,s28
q,44.373856,-108.606531,425.8,22.23,1545357773,656,s28
c,44.373853,-108.606533,425.05,22.94,1545357773,763,s28
d,44.373849,-108.606532,425.8,22.24,1545357772,912,s28
l,44.373853,-108.606536,425.55,22.45,1545357772,425,s28
s,44.373859,-108.606541,425.81,22.42,1545357772,942,s28
v,32.813315,-86.471314,2305.312,40.95,1545501730.0,61.0,s29
d,32.813317,-86.471308,2305.61,40.95,1545501730,466,s29
f,32.813315,-86.471309,2306.3,41.58,1545501731,707,s29
z,32.813324,-86.471312,2306.0,41.71,1545501730,621,s29
m,32.813315,-86.471307,2305.72,41.54,1545501731,856,s29
f,32.813325,-86.471304,2305.38,41.32,1545501731,862,s29
i,36.444072,-112.468106,6371.496,40.49,1545990753.0,26.0,s30
t,36.444079,-112.468105,6371.57,40.57,1545990754,442,s30
o,36.444081,-112.4681,6371.54,41.36,1545990753,633,s30
z,36.444077,-112.4681,6372.38,40.57,1545990754,87,s30
c,36.444082,-112.4681,6372.31,40.87,1545990754,802,s30
l,36.444072,-112.468105,6372.14,40.9,1545990753,560,s30
q,31.117174,-77.105997,4903.963,37.26,1545365122.0,75.0,s31
t,31.117181,-77.105992,4904.14,38.05,1545365123,286,s31
q,31.117178,-77.105991,4904.96,37.48,1545365123,820,s31
e,31.117176,-77.105991,4904.25,37.44,1545365122,995,s31
s,31.117178,-77.105986,4904.21,38.22,1545365122,703,s31
o,31.11718,-77.105993,4904.5,37.3,1545365123,349,s31
g,47.582451,-118.77215,5188.263,9.94,1545612689.0,45.0,s32
p,47.582458,-118.772147,5188.94,10.47,1545612689,551,s32
l,47.582452,-118.77214,5189.2,10.39,1545612690,190,s32
z,47.582456,-118.772145,5189.04,10.35,1545612689,427,s32
u,47.582454,-118.772144,5188.54,10.13,1545612690,299,s32
d,47.582451,-118.772148,5188.28,10.42,1545612690,1009,s32
r,37.82608,-80.673174,4912.429,27.39,1545377730.0,98.0,s33
u,37.826084,-80.673165,4913.02,28.24,1545377731,398,s33
x,37.826083,-80.673164,4913.36,27.65,1545377730,441,s33
s,37.826082,-80.67317,4913.22,28.13,1545377730,540,s33
i,37.826082,-80.673173,4913.34,27.62,1545377731,143,s33
a,37.82609,-80.67317,4912.5,28.09,1545377731,247,s33
j,42.626116,-70.93852,5249.373,9.5,1546114983.0,96.0,s34
b,42.626125,-70.938518,5249.47,9.59,1546114984,368,s34
i,42.626116,-70.938517,5250.22,10.47,1546114983,690,s34
k,42.626121,-70.938517,5249.77,9.52,1546114983,531,s34
t,42.626123,-70.938519,5249.46,10.06,1546114984,310,s34
n,42.626125,-70.938509,5250.04,9.87,1546114983,564,s34
b,46.502477,-86.245296,6924.521,19.76,1545527742.0,55.0,s35
d,46.50248,-86.245295,6924.6,20.06,1545527743,947,s35
j,46.502478,-86.245287,6924.79,20.04,1545527743,718,s35
r,46.502481,-86.245287,6924.83,20.73,1545527742,531,s35
f,46.502481,-86.245292,6925.5,19.88,1545527742,543,s35
k,46.502484,-86.24529,6925.15,20.32,1545527743,349,s35
t,28.255111,-105.518117,3454.714,38.16,1545345979.0,60.0,s36
i,28.255114,-105.518114,3454.94,39.09,1545345980,773,s36
b,28.255122,-105.518112,3455.2,38.88,1545345980,405,s36
b,28.255114,-105.518114,3454.8,38.99,1545345980,656,s36
s,28.255112,-105.518113,3455.58,38.52,1545345980,599,s36
y,28.255112,-105.518114,3455.61,38.25,1545345980,892,s36
j,26.428875,-105.03393,3414.404,21.03,1546330151.0,62.0,s37
y,26.428885,-105.033927,3414.87,21.18,1546330152,719,s37
z,26.428882,-105.033922,3415.12,21.33,1546330151,502,s37
e,26.428879,-105.033929,3414.84,21.92,1546330151,893,s37
i,26.428878,-105.033925,3414.85,21.7,1546330152,905,s37
z,26.428876,-105.033922,3415.11,21.73,1546330151,165,s37
v,43.905845,-91.261858,6634.099,6.33,1546131997.0,16.0,s38
p,43.905851,-91.261848,6634.86,6.74,1546131997,426,s38
d,43.905855,-91.261856,6634.53,6.41,1546131998,147,s38
z,43.905847,-91.26185,6635.02,6.99,1546131998,188,s38
j,43.905853,-91.261851,6634.68,6.72,1546131997,1004,s38
y,43.905856,-91.261856,6634.37,6.88,1546131998,142,s38
a,47.174255,-115.79251,438.535,23.9,1546435179.0,80.0,s39
r,47.174257,-115.792504,438.96,24.85,1546435179,1072,s39
p,47.17426,-115.792499,439.21,24.39,1546435179,641,s39
o,47.174259,-115.792505,438.85,24.89,1546435179,1019,s39
l,47.174256,-115.792509,438.64,24.44,1546435179,744,s39
r,47.174261,-115.792509,439.01,24.58,1546435180,147,s39
u,29.05652,-83.652627,2909.278,14.52,1546410983.0,44.0,s40
i,29.056521,-83.652624,2910.03,14.65,1546410984,845,s40
h,29.056529,-83.652625,2909.88,14.66,1546410983,260,s40
o,29.056529,-83.652623,2909.4,15.23,1546410984,719,s40
e,29.056529,-83.652622,2910.2,15.33,1546410984,714,s40
y,29.056526,-83.652622,2910.07,14.77,1546410984,57,s40
x,48.150761,-104.659092,2205.895,26.51,1546040016.0,29.0,s41
i,48.150762,-104.659088,2206.45,26.65,1546040016,689,s41
a,48.150763,-104.659082,2206.11,26.99,1546040016,348,s41
y,48.150761,-104.659082,2206.78,26.65,1546040016,65,s41
u,48.150768,-104.659082,2206.16,26.72,1546040016,450,s41
j,48.150768,-104.659091,2205.93,26.57,1546040016,178,s41
h,30.554733,-68.434202,4035.149,9.29,1545763429.0,97.0,s42
f,30.554742,-68.434195,4036.01,9.51,1545763430,262,s42
y,30.554739,-68.434197,4035.82,9.95,1545763429,614,s42
f,30.554733,-68.4342,4035.46,9.71,1545763430,981,s42
v,30.554735,-68.434192,4035.64,10.2,1545763430,576,s42
r,30.554738,-68.434199,4035.63,9.99,1545763430,783,s42
d,29.828227,-106.99313,4297.101,13.26,1545777718.0,52.0,s43
w,29.82823,-106.99312,4297.2,14.23,1545777719,666,s43
h,29.828228,-106.993128,4298.04,13.72,1545777719,763,s43
l,29.828232,-106.993121,4297.6,13.43,1545777718,806,s43
w,29.82823,-106.993128,4298.09,13.97,1545777719,604,s43
f,29.82823,-106.993128,4297.24,13.51,1545777718,340,s43
h,40.392647,-106.863265,4189.286,43.95,1546734019.0,34.0,s44
j,40.392657,-106.863256,4189.7,44.44,1546734019,237,s44
e,40.392648,-106.863264,4189.67,44.17,1546734019,677,s44
h,40.392649,-106.863264,4190.15,44.51,1546734020,739,s44
t,40.392657,-106.863264,4190.1,44.27,1546734020,724,s44
i,40.392647,-106.863262,4189.73,44.11,1546734019,654,s44
o,49.247412,-103.374691,5137.025,7.16,1546064978.0,97.0,s45
p,49.247415,-103.374681,5137.6,7.2,1546064978,646,s45
j,49.24742,-103.374689,5137.26,7.59,1546064978,858,s45
k,49.247417,-103.374682,5137.12,7.6,1546064978,718,s45
v,49.247415,-103.374681,5137.39,7.96,1546064978,779,s45
x,49.247421,-103.374683,5137.5,7.39,1546064978,747,s45
n,43.522645,-91.73963,871.707,13.41,1545550347.0,88.0,s46
r,43.522651,-91.739626,872.26,13.89,1545550347,156,s46
q,43.522655,-91.73962,872.26,14.25,1545550347,534,s46
f,43.522652,-91.739626,872.31,13.6,1545550347,267,s46
m,43.522653,-91.739626,872.07,14.11,1545550348,467,s46
b,43.52265,-91.739628,872.7,13.71,1545550347,194,s46
g,37.674097,-84.153094,2340.577,30.96,1545751686.0,63.0,s47
e,37.674103,-84.153083,2340.67,31.01,1545751686,385,s47
n,37.674103,-84.15309,2341.46,31.39,1545751686,195,s47
a,37.674098,-84.153092,2341.52,31.38,1545751686,840,s47
g,37.674106,-84.153087,2340.63,31.25,1545751686,290,s47
f,37.674103,-84.153088,2341.26,31.89,1545751687,777,s47
j,41.970978,-91.43334,4058.846,17.67,1546082105.0,64.0,s48
i,41.97098,-91.433338,4059.76,17.8,1546082105,727,s48
x,41.970986,-91.433331,4059.7,18.48,1546082106,232,s48
u,41.970985,-91.433332,4059.01,18.1,1546082105,538,s48
g,41.970981,-91.433338,4059.28,18.21,1546082105,659,s48
b,41.970986,-91.433334,4059.59,17.68,1546082106,209,s48
q,25.611479,-111.583152,6253.528,6.23,1546153688.0,97.0,s49
i,25.611486,-111.583146,6254.41,6.37,1546153689,684,s49
y,25.611484,-111.583152,6253.81,6.28,1546153689,861,s49
z,25.611487,-111.583147,6253.74,6.65,1546153689,425,s49
t,25.611481,-111.583149,6253.99,6.99,1546153689,119,s49
c,25.61148,-111.583151,6254.01,6.62,1546153688,519,s49
e,41.382926,-78.927123,4754.531,10.0,1545879007.0,95.0,s50
i,41.382927,-78.927114,4754.7,10.05,1545879007,684,s50
w,41.382928,-78.927117,4754.71,10.69,1545879007,1093,s50
r,41.38293,-78.927117,4754.71,10.83,1545879008,387,s50
c,41.382934,-78.927121,4755.36,10.09,1545879008,604,s50
i,41.382934,-78.927118,4755.41,10.01,1545879007,667,s50
o,42.677206,-97.50666,6731.308,19.95,1545965845.0,19.0,s51
o,42.677207,-97.506657,6731.98,20.2,1545965845,766,s51
m,42.677212,-97.506653,6731.67,20.68,1545965845,992,s51
g,42.677214,-97.506652,6731.93,20.17,1545965846,930,s51
i,42.677208,-97.506659,6731.37,20.69,1545965845,696,s51
q,42.677216,-97.506653,6731.47,20.39,1545965845,864,s51
k,26.533807,-119.878185,5685.318,39.6,1546364081.0,47.0,s52
m,26.533813,-119.878174,5685.5,40.39,1546364082,452,s52
f,26.533809,-119.878185,5686.09,40.3,1546364082,958,s52
b,26.533815,-119.878181,5685.92,39.91,1546364082,318,s52
j,26.53381,-119.878181,5685.94,39.73,1546364082,670,s52
s,26.533808,-119.878184,5685.61,40.2,1546364081,338,s52
e,31.536542,-75.293059,551.354,5.81,1546097354.0,74.0,s53
q,31.53655,-75.293053,551.48,6.2,1546097354,116,s53
p,31.536551,-75.29305,551.79,5.91,1546097354,714,s53
z,31.536544,-75.293052,552.21,6.04,1546097355,199,s53
a,31.536547,-75.293049,552.12,5.83,1546097355,655,s53
t,31.536547,-75.293051,552.34,6.2,1546097355,98,s53
l,26.095098,-105.453213,2254.669,26.25,1545378319.0,57.0,s54
z,26.095101,-105.453203,2255.13,26.58,1545378319,931,s54
c,26.095107,-105.453209,2255.52,26.9,1545378320,773,s54
f,26.095104,-105.453211,2255.24,27.18,1545378320,633,s54
e,26.095105,-105.453208,2254.78,26.94,1545378320,272,s54
d,26.095107,-105.453212,2255.57,26.68,1545378320,398,s54
u,40.987503,-97.930287,1527.738,26.8,1545702319.0,30.0,s55
r,40.98751,-97.930286,1528.56,27.71,1545702320,110,s55
t,40.987511,-97.930285,1527.88,27.59,1545702319,91,s55
c,40.987511,-97.930278,1527.99,27.21,1545702320,823,s55
g,40.987503,-97.930283,1528.55,27.77,1545702319,717,s55
d,40.987512,-97.930282,1528.21,27.58,1545702319,547,s55
z,47.624646,-79.827003,1632.368,34.63,1546264779.0,95.0,s56
s,47.624653,-79.826997,1633.14,35.0,1546264780,434,s56
w,47.624647,-79.826993,1633.27,34.85,1546264779,396,s56
h,47.624647,-79.826997,1632.64,35.13,1546264779,621,s56
i,47.624656,-79.826999,1632.49,35.18,1546264779,280,s56
s,47.624656,-79.826995,1633.06,34.81,1546264779,947,s56
c,49.736983,-112.782734,4883.461,14.87,1545709975.0,25.0,s57
y,49.736984,-112.782732,4883.55,15.43,1545709975,1004,s57
x,49.736988,-112.782729,4884.32,14.9,1545709975,414,s57
e,49.736989,-112.782726,4883.59,14.95,1545709975,476,s57
z,49.736994,-112.782733,4884.36,15.78,1545709976,381,s57
a,49.736992,-112.782724,4883.65,15.84,1545709975,730,s57
n,31.39362,-117.552761,3878.999,34.1,1545440076.0,97.0,s58
w,31.393626,-117.552756,3879.59,35.02,1545440076,342,s58
a,31.393628,-117.552758,3879.41,34.73,1545440076,827,s58
y,31.393621,-117.552751,3879.65,34.73,1545440077,746,s58
f,31.393624,-117.55276,3879.02,34.66,1545440077,149,s58
i,31.393623,-117.552758,3879.19,34.5,1545440076,1014,s58
i,42.787434,-68.608983,3001.204,9.28,1546018849.0,32.0,s59
y,42.787441,-68.608983,3002.0,9.51,1546018849,207,s59
l,42.787435,-68.608975,3001.85,9.7,1546018850,365,s59
f,42.787442,-68.608976,3001.95,9.82,1546018850,84,s59
p,42.787436,-68.608981,3001.33,10.18,1546018849,695,s59
e,42.787438,-68.608973,3001.86,9.7,1546018849,39,s59
m,26.710409,-115.823065,4415.89,21.1,1545942765.0,31.0,s60
u,26.71042,-115.823056,4416.86,21.27,1545942765,305,s60
a,26.710413,-115.82306,4416.01,21.63,1545942765,492,s60
h,26.710415,-115.823062,4416.01,21.83,1545942766,311,s60
k,26.710412,-115.823055,4415.9,21.35,1545942765,640,s60
x,26.710419,-115.823061,4416.31,21.74,1545942766,187,s60
f,48.797921,-118.5989,3108.94,30.6,1546083256.0,29.0,s61
s,48.797923,-118.5989,3109.13,30.63,1546083256,688,s61
o,48.79793,-118.598896,3109.11,31.47,1546083256,938,s61
b,48.797931,-118.598895,3109.07,30.83,1546083256,933,s61
j,48.797929,-118.59889,3109.92,31.02,1546083256,664,s61
q,48.797923,-118.598899,3109.84,31.56,1546083256,832,s61
t,37.13649,-98.648685,4040.883,11.83,1545944768.0,82.0,s62
a,37.136499,-98.648677,4041.84,12.76,1545944768,1042,s62
p,37.136497,-98.648677,4041.29,12.68,1545944768,656,s62
r,37.136495,-98.648676,4041.49,11.96,1545944768,460,s62
e,37.136493,-98.648675,4040.93,12.72,1545944769,482,s62
a,37.136493,-98.648683,4041.47,12.17,1545944769,1002,s62
j,30.435483,-103.547597,99.048,24.46,1546227822.0,78.0,s63
a,30.435484,-103.547586,99.35,25.03,1546227822,199,s63
m,30.435492,-103.547596,99.92,25.25,1546227822,644,s63
z,30.435486,-103.547588,99.18,25.1,1546227823,202,s63
x,30.435492,-103.547595,99.06,24.95,1546227822,484,s63
i,30.435488,-103.547596,99.7,25.22,1546227823,169,s63
d,32.716937,-89.584266,600.823,30.95,1545385508.0,84.0,s64
h,32.716943,-89.584259,601.67,31.06,1545385509,210,s64
h,32.716944,-89.584266,601.73,31.47,1545385508,457,s64
n,32.716939,-89.584258,601.03,31.35,1545385509,959,s64
l,32.71694,-89.584263,601.1,31.95,1545385508,573,s64
j,32.716938,-89.584262,601.34,31.31,1545385508,1037,s64
u,37.63461,-90.289382,2843.362,18.69,1545677983.0,81.0,s65
h,37.634617,-90.289382,2843.54,18.73,1545677984,120,s65
p,37.634615,-90.289378,2844.0,19.23,1545677984,167,s65
t,37.634619,-90.289381,2843.37,19.25,1545677983,320,s65
b,37.634621,-90.289376,2843.75,19.63,1545677984,250,s65
k,37.634615,-90.289379,2844.2,19.6,1545677983,966,s65
d,26.469916,-118.740263,3034.916,43.17,1545845566.0,69.0,s66
s,26.469926,-118.740256,3035.05,43.5,1545845567,665,s66
c,26.469927,-118.74026,3035.86,44.07,1545845566,501,s66
g,26.469921,-118.740262,3035.61,43.81,1545845566,719,s66
t,26.46992,-118.740257,3035.47,43.27,1545845567,315,s66
p,26.469927,-118.740261,3035.77,43.53,1545845566,192,s66
r,39.112829,-104.53868,739.004,24.61,1546123575.0,21.0,s67
k,39.11284,-104.538678,739.2,25.3,1546123575,416,s67
d,39.112837,-104.538671,739.94,25.49,1546123576,709,s67
u,39.11284,-104.538674,739.99,25.01,1546123576,718,s67
z,39.112839,-104.538675,739.17,25.54,1546123575,955,s67
r,39.112836,-104.538678,739.54,25.06,1546123575,467,s67
h,31.465957,-122.547709,2016.33,39.44,1546197492.0,95.0,s68
y,31.46596,-122.547702,2017.11,39.56,1546197492,1032,s68
w,31.465965,-122.547705,2016.97,40.27,1546197493,166,s68
a,31.465959,-122.547703,2017.07,40.4,1546197492,1044,s68
t,31.465964,-122.547704,2016.78,40.06,1546197492,900,s68
e,31.465961,-122.547709,2016.82,39.56,1546197493,989,s68
o,49.200667,-67.765565,1352.503,23.98,1546869444.0,78.0,s69
b,49.200668,-67.765556,1352.61,24.91,1546869444,672,s69
h,49.200674,-67.765556,1353.33,24.1,1546869444,553,s69
s,49.200678,-67.765555,1352.69,24.79,1546869444,551,s69
m,49.200672,-67.765557,1352.95,24.21,1546869444,211,s69
y,49.200669,-67.765554,1353.26,24.06,1546869444,701,s69
j,38.507987,-123.278886,4239.2,30.74,1545767746.0,83.0,s70
u,38.50799,-123.278882,4239.88,30.86,1545767747,144,s70
t,38.507987,-123.278881,4240.07,31.65,1545767746,1037,s70
i,38.507994,-123.27888,4239.52,31.08,1545767746,815,s70
h,38.507997,-123.278877,4239.48,31.35,1545767746,364,s70
a,38.507993,-123.278878,4240.0,31.62,1545767746,220,s70
r,27.801496,-94.743296,3065.867,32.66,1546321971.0,21.0,s71
o,27.8015,-94.743288,3065.93,32.83,1546321972,613,s71
k,27.801505,-94.743287,3066.0,32.99,1546321972,209,s71
c,27.801506,-94.743286,3066.65,32.97,1546321971,234,s71
